CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-07465,Existing,23,F,3,Unknown,Unknown,$40K - $60K,Silver,51,1,1,4,5448.0,1735,5070.690509463652,2.796679818024321,4404,45,2.589060540318634,0.729041095554989
CID-07466,Existing,18,M,4,Graduate,Single,$80K - $120K,Blue,49,2,6,3,10681.5,1398,6382.837480586382,1.1872802981291062,2657,39,2.4297678203695727,0.2692792287859091
CID-07467,Existing,63,M,4,Graduate,Married,$40K - $60K,Blue,27,3,2,3,1000.0,1073,669.897366259409,1.5041159748795656,2200,73,3.096775741981379,0.686994423140026
CID-07468,Existing,33,F,5,Doctorate,Married,$80K - $120K,Blue,31,4,3,0,8898.0,366,4774.284571376502,3.385849672186163,1666,73,1.2053604237203062,0.4504050002625691
CID-07469,Existing,65,M,2,Uneducated,Single,$60K - $80K,Blue,31,5,1,2,6622.0,1431,5232.256248166827,3.0425326073292465,1284,39,0.5901039807932481,0.4303214858115521
CID-07470,Existing,21,M,1,College,Married,$40K - $60K,Blue,37,2,2,1,7151.0,1944,5785.555661804236,2.976223600837459,5102,44,1.6272012316375923,0.36520943921898863
CID-07471,Existing,46,M,5,Graduate,Divorced,$60K - $80K,Blue,46,4,2,0,6614.0,2395,5888.817304698751,2.9844227032085326,3841,29,2.4934353521147408,0.5004829439103295
CID-07472,Existing,55,F,1,High School,Single,$40K - $60K,Blue,51,5,3,3,4120.0,845,3545.99989968721,2.414984205819257,3814,72,2.0913420199095927,0.6128059608956787
CID-07473,Attrited,64,M,3,Unknown,Unknown,$120K +,Blue,56,5,3,2,3841.5,3331,1457.8656693712023,2.0956195545758662,3055,71,3.108072013728575,0.05672649063208112
CID-07474,Existing,45,M,3,Uneducated,Married,Less than $40K,Blue,53,4,1,2,3875.2,2205,4618.410019724382,2.987041341706155,2760,42,1.138994232075368,0.07746340149999044
CID-07475,Existing,39,M,2,College,Married,Less than $40K,Silver,36,1,3,1,4179.0,2047,4199.3870989398065,1.5431002155246518,3493,58,0.9780153049259526,0.32428626002164934
CID-07476,Existing,25,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,1,3738.0,1676,3284.3031437980544,2.158233265789253,4232,35,2.6696506984333817,0.6285302769547396
CID-07477,Existing,49,M,2,High School,Single,$40K - $60K,Silver,51,4,1,7,5386.0,-672,4454.829258153447,3.110007559831877,3972,49,1.450281363018204,0.17666875120860662
CID-07478,Existing,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,3,6150.0,1808,3587.0021185835017,0.8165443085139403,2466,69,0.5446691888115118,0.7656682151640043
CID-07479,Attrited,30,M,4,High School,Married,$40K - $60K,Blue,21,1,3,2,5788.0,1302,5132.142298184196,0.5890883595575919,3710,34,3.3117147300180587,0.25115388264486166
CID-07480,Existing,44,F,5,Post-Graduate,Single,$40K - $60K,Blue,56,2,2,2,4608.0,2515,3262.7316138913393,3.220245021666324,2683,29,3.258479503340003,0.333661309976618
CID-07481,Existing,35,M,1,Unknown,Unknown,$40K - $60K,Gold,46,1,1,0,3054.0,1467,952.1336430889737,2.647968765553692,7668,31,2.8398612412446487,0.14748407140008185
CID-07482,Existing,35,M,1,Graduate,Single,$40K - $60K,Blue,38,5,5,4,5575.0,2457,4813.644773516461,2.222176310010772,5857,40,1.1633521795791084,0.6283272424926071
CID-07483,Existing,30,F,5,Uneducated,Married,$40K - $60K,Blue,15,3,0,3,6714.0,953,4745.786858167117,0.9174217343045441,7028,30,2.326349277934543,0.6059212086346895
CID-07484,Existing,39,F,0,Graduate,Married,$60K - $80K,Blue,27,2,2,5,7117.0,1225,6208.558476747581,3.483875498043205,2783,25,2.1998291295645673,0.7185755671704377
CID-07485,Existing,31,F,3,Unknown,Married,$120K +,Blue,40,4,2,3,6592.5,1212,3166.777025804796,1.45379073744725,3247,72,1.5159472672237762,0.264347538710995
CID-07486,Existing,28,M,3,High School,Married,$40K - $60K,Blue,46,4,2,5,5939.0,1895,5721.664364117978,0.6891832029352211,5309,20,2.8708941492706384,0.8404688081904753
CID-07487,Existing,56,M,2,High School,Married,$40K - $60K,Blue,32,6,4,3,2481.0,2251,1856.7354319165458,1.7959088928127187,1768,39,0.505376800034955,0.7843112114738153
CID-07488,Attrited,67,F,5,Unknown,Single,$120K +,Blue,52,5,2,2,13980.0,1399,8694.428057297358,0.6956495622431843,3821,93,3.1828575871749742,0.10924741796420609
CID-07489,Existing,39,F,0,Graduate,Unknown,Less than $40K,Blue,42,5,3,3,1256.5,2194,0.0,2.01770964688082,7750,22,0.838782248658868,0.5655436396582664
CID-07490,Existing,53,M,0,High School,Divorced,$40K - $60K,Blue,30,2,1,5,1000.0,1714,218.95550583208126,1.7433835250002065,6371,51,0.7274288968307072,0.6072156228246841
CID-07491,Existing,34,M,3,Graduate,Married,$60K - $80K,Silver,55,2,1,2,7273.0,328,5979.000363955117,2.651865933320739,3434,67,1.8534586504195465,0.7528933481930956
CID-07492,Existing,68,F,2,College,Unknown,$80K - $120K,Silver,49,2,2,1,11061.0,2217,6099.605831953786,1.9426749407946968,4310,89,3.3364458067552767,0.04364921423825703
CID-07493,Existing,49,M,1,Uneducated,Married,$40K - $60K,Blue,43,5,4,2,5247.0,426,3636.6251209243565,2.5645128304248055,3318,52,1.6499498851860606,0.03929361658698401
CID-07494,Existing,31,M,2,Graduate,Married,$60K - $80K,Blue,15,3,4,2,8946.0,-76,8174.0123142631855,1.3867629606951466,6973,74,0.9667664019272326,0.6158469907441203
CID-07495,Attrited,59,M,1,Graduate,Married,$60K - $80K,Blue,25,1,1,2,6648.0,1036,5175.548916202599,1.0000728675914008,4191,14,2.828018073719866,0.7896211725923723
CID-07496,Existing,46,F,3,Unknown,Single,$60K - $80K,Blue,12,5,0,2,3774.0,591,3360.5857214196108,2.495053927378915,6185,63,2.070646722405275,0.012803634033385563
CID-07497,Existing,23,F,2,Doctorate,Divorced,$60K - $80K,Blue,51,3,1,4,6386.0,1813,5304.278008269301,2.8949259046714273,7614,88,1.0476731664194436,0.5444511927016751
CID-07498,Attrited,67,F,0,Graduate,Divorced,$80K - $120K,Blue,30,5,3,5,4135.5,1941,1102.4104930068422,1.7229057426147383,3696,55,2.648613249618392,0.08747138479676024
CID-07499,Existing,21,M,5,Graduate,Divorced,$40K - $60K,Blue,59,1,1,3,3749.0,2060,3229.5933611117525,0.5479246126166771,2688,23,2.5258597604976174,0.44562815187400817
CID-07500,Existing,28,M,4,Graduate,Married,Less than $40K,Silver,43,2,1,4,5622.4,1373,7063.539251932811,1.565548206653393,3312,22,2.2364016027074607,0.06229214493130638
CID-07501,Existing,62,M,0,College,Divorced,Less than $40K,Blue,19,3,2,4,3408.2999999999997,995,3302.0541100429546,0.669050359303016,3226,34,2.9915151914445754,0.12950973358660023
CID-07502,Existing,57,F,5,High School,Married,$120K +,Blue,16,2,2,6,6997.5,1011,3953.6849732169894,2.82264958187347,5435,64,3.037066135769206,0.13812375022367845
CID-07503,Existing,27,F,1,College,Married,$80K - $120K,Silver,19,1,2,1,9219.0,1428,4680.223904775249,0.652598866815859,-1032,50,2.6132276231312628,0.5553363977527779
CID-07504,Existing,45,F,3,Doctorate,Divorced,$120K +,Blue,17,5,5,2,10573.5,1701,5826.91242841794,0.8907655336910247,5805,17,0.7194253170605851,0.1222424869662057
CID-07505,Existing,28,M,2,College,Married,Unknown,Blue,46,4,0,1,8692.0,2332,8050.349038278224,1.9821321071937401,7256,14,1.323342734079632,0.05087940018970143
CID-07506,Attrited,52,F,3,High School,Married,$120K +,Blue,22,1,5,3,7110.0,245,4049.037467811032,1.6476590315122286,2175,37,0.8668192707211008,0.09224535354509009
CID-07507,Existing,32,M,3,College,Single,$80K - $120K,Silver,24,1,0,2,3864.0,2130,2512.794860680307,2.9614903256527296,2415,59,3.234655240273086,0.43432817389655376
CID-07508,Existing,25,M,1,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,3,6,10270.5,1709,5807.858823140076,2.9828136484273746,869,92,1.123043582960498,0.7926601853717413
CID-07509,Existing,37,M,3,Graduate,Single,Unknown,Blue,40,3,0,2,2168.0,3162,1238.4908666248475,1.2524550852520706,2152,71,2.9466010211347795,0.8067285871875904
CID-07510,Attrited,67,M,2,Post-Graduate,Single,Unknown,Platinum,31,6,3,3,9918.0,1677,3300.073195345083,2.9832994539338396,6922,98,3.0626967416465662,0.6751190554993398
CID-07511,Existing,38,F,0,College,Single,$60K - $80K,Silver,46,4,3,3,3061.0,2733,2163.56446120661,0.8001404888433,1851,91,0.7111149369893744,0.5539253609599373
CID-07512,Attrited,18,M,3,Unknown,Married,$40K - $60K,Silver,37,3,5,8,5266.0,1540,4484.13167138742,2.14477061398257,4303,71,0.6250701303725478,0.7748720257480535
CID-07513,Existing,46,F,2,Graduate,Single,Unknown,Blue,31,6,1,3,3076.0,1764,2289.910323347695,1.2606681830463602,1445,66,2.4269296220776115,0.7621254405301962
CID-07514,Existing,41,M,2,Graduate,Married,$120K +,Blue,50,3,3,4,5686.5,1676,3247.0813592417035,3.493693180544961,4333,97,3.3611040962248526,0.5792924634622353
CID-07515,Existing,47,M,1,Unknown,Married,$40K - $60K,Platinum,54,6,3,2,6948.0,1533,1794.015863433278,2.9424283576129087,3044,73,2.610431742537802,0.3892698621651354
CID-07516,Existing,57,M,3,Unknown,Married,Less than $40K,Blue,52,2,3,4,700.0,1678,0.0,1.136404179299007,6004,47,1.5419243531854971,0.7686357981561643
CID-07517,Existing,52,M,1,Post-Graduate,Single,$60K - $80K,Blue,58,1,0,2,3736.0,2315,3115.2253653731827,1.3641198492760327,4985,63,0.9675411246113701,0.7938196918837893
CID-07518,Existing,50,M,0,Unknown,Single,Unknown,Gold,55,1,3,3,20238.75,2487,8299.485568913286,2.585892924179381,5667,25,1.4169159323164267,0.48971385615055635
CID-07519,Existing,37,M,0,Graduate,Divorced,$60K - $80K,Blue,55,1,2,4,6688.0,1822,5922.215941539817,3.1541223672809298,3729,41,2.0313714792563706,0.6915120507901255
CID-07520,Existing,33,M,5,College,Married,$120K +,Blue,17,4,2,3,9354.0,2187,5551.69633403947,2.1976460226317664,2150,63,0.948061492563713,0.8379056029943721
CID-07521,Existing,26,F,2,College,Single,$120K +,Blue,28,2,3,4,2977.5,1119,791.6290711257061,2.3696609416990273,3404,53,1.9143608735084061,0.5187264584160891
CID-07522,Existing,48,F,3,Graduate,Unknown,$120K +,Blue,38,4,4,3,5824.5,2386,2539.7906251070567,0.9752771439860202,6434,25,1.9286602350968738,0.5565338908826315
CID-07523,Existing,34,F,5,Graduate,Single,$60K - $80K,Blue,52,5,2,1,5248.0,1544,5087.757283898022,3.3592970234825876,2200,11,3.4769703117293385,0.7298361576514064
CID-07524,Existing,48,M,2,Graduate,Single,$80K - $120K,Silver,54,3,2,1,12843.0,2371,6622.051427959676,2.9722180332439097,2912,66,0.6081104029531786,0.6424877902940254
CID-07525,Existing,65,M,3,Uneducated,Married,$40K - $60K,Blue,30,3,1,4,1000.0,2211,0.0,1.4369219505961135,5435,83,1.7460581778326134,0.723800723025028
CID-07526,Existing,40,M,1,Graduate,Single,Less than $40K,Blue,53,4,3,6,3516.7999999999997,791,4507.868262218636,0.7315316740162223,2886,66,2.377764850085579,0.6693175373003403
CID-07527,Existing,23,F,0,College,Single,$60K - $80K,Silver,43,6,3,2,1714.0,1353,1194.1818463718193,1.126486254790179,5697,65,1.519309347777634,0.6672269553152017
CID-07528,Existing,47,M,5,High School,Unknown,Less than $40K,Gold,54,4,1,6,5617.499999999999,1683,4691.920978547905,2.5765108054852037,5065,76,0.8760791698448828,0.7350212158943682
CID-07529,Existing,24,M,5,Unknown,Single,$60K - $80K,Blue,34,3,3,4,5628.0,279,4543.512972871335,2.084599507671625,4315,74,3.0824358461215993,0.810949603197952
CID-07530,Existing,65,M,0,Uneducated,Single,Less than $40K,Blue,49,2,3,5,3395.0,313,2603.469435999965,0.8153389441486115,6118,12,3.1336817986910814,0.5085070966815507
CID-07531,Existing,57,M,1,Graduate,Divorced,Less than $40K,Platinum,52,2,2,5,11813.199999999999,1774,6640.404441484675,1.9331118985501723,5544,96,2.897095024030535,0.13731979669380678
CID-07532,Existing,59,F,4,Uneducated,Married,$120K +,Blue,42,6,0,2,1500.0,946,0.0,2.358408548301991,1793,13,3.297165969567624,0.7232006700880558
CID-07533,Existing,63,M,4,Uneducated,Single,$80K - $120K,Blue,27,6,4,4,4825.5,861,2178.518310214178,2.289372181305036,4041,56,1.5680438929374942,0.7500386011412665
CID-07534,Existing,28,M,4,Unknown,Married,$80K - $120K,Blue,14,6,1,2,6265.5,2359,3708.5135077573386,2.7391348856378572,5835,97,3.427767416722113,0.32297888114435497
CID-07535,Existing,51,F,3,Graduate,Single,$60K - $80K,Blue,27,6,1,1,3369.0,3091,2390.6570939938338,1.83817648944636,1756,57,1.6625588185007794,0.0587621070646454
CID-07536,Existing,29,M,5,Graduate,Married,$60K - $80K,Blue,27,3,3,4,2338.0,1639,1143.6194860776645,2.427613460676746,6070,99,2.005419837870913,0.2671806931478869
CID-07537,Existing,69,M,1,High School,Unknown,$40K - $60K,Blue,15,5,1,6,1532.0,2329,869.7483015381766,1.8469375608793879,4844,68,1.7053340640166912,0.16212569131195373
CID-07538,Existing,69,M,3,Unknown,Unknown,$60K - $80K,Blue,16,4,4,2,5884.0,2557,5508.084082222994,2.5955629590495306,5272,64,2.6411096837823327,0.162069416201509
CID-07539,Existing,62,F,3,Unknown,Married,$60K - $80K,Blue,39,1,4,1,6050.0,201,4856.199371420714,3.3786623948715078,4978,54,1.3928437299821157,0.3267674491762314
CID-07540,Existing,64,F,1,Doctorate,Married,$40K - $60K,Blue,34,5,1,3,1134.0,1799,290.19275849572864,1.3216952222341218,6286,51,2.4237669408757077,0.32958307288995276
CID-07541,Existing,44,F,3,Graduate,Single,$40K - $60K,Blue,53,2,3,4,7700.0,2581,6625.89102056386,2.850305599339505,971,48,3.398911716384225,0.17179370094149096
CID-07542,Existing,29,F,5,Graduate,Married,$60K - $80K,Silver,30,1,1,4,4529.0,2366,2981.1204052058292,2.8026693127307842,4401,76,0.8600208984477956,0.2454227225140932
CID-07543,Existing,30,M,1,Graduate,Single,$40K - $60K,Blue,36,6,1,2,3373.0,1822,2605.652397548598,2.006408797590179,3753,16,1.5117653050804227,0.7411395166280084
CID-07544,Attrited,25,M,4,College,Married,Unknown,Silver,30,1,2,6,8707.5,1117,5778.243533325464,2.049701419868933,1561,50,3.151750277125652,0.8290258154120382
CID-07545,Existing,33,M,4,Graduate,Married,$120K +,Blue,14,6,3,5,5385.0,2383,2398.6968660205403,0.7727158195860794,7051,49,3.030518785794081,0.477439801413079
CID-07546,Existing,46,F,3,High School,Unknown,$40K - $60K,Blue,19,5,1,2,6575.0,1581,4983.986794232854,1.8205760184294284,2846,53,1.1760481859147047,0.7245030143037493
CID-07547,Existing,52,M,0,Unknown,Divorced,$60K - $80K,Blue,37,5,0,6,5643.0,1619,4883.533217011344,3.338730569115892,4977,52,2.2622647443161377,0.3326462379179238
CID-07548,Existing,46,F,1,Unknown,Married,Unknown,Silver,42,4,1,3,6133.0,77,4983.150323413238,2.7674844463051227,1874,53,3.2549450564366786,0.21491516950779588
CID-07549,Existing,48,F,2,Unknown,Single,$120K +,Blue,30,5,3,2,4560.0,2154,2713.582737816188,1.4283364695720573,2366,13,3.0725605762513646,0.19295628139342216
CID-07550,Existing,30,F,2,Post-Graduate,Married,$40K - $60K,Gold,28,3,4,4,10788.0,917,7131.004860165801,1.0025952446655362,2867,38,2.285908677757044,0.6627760602338454
CID-07551,Attrited,29,M,3,College,Married,$40K - $60K,Silver,12,2,4,5,7977.0,1502,6555.870404237455,1.059814718622797,6617,85,2.6148464581050868,0.24748201881571713
CID-07552,Existing,68,M,0,College,Single,Less than $40K,Blue,24,4,4,5,2534.7,1421,3202.5213269681067,0.8948412601122869,3542,37,1.496716864949136,0.4421802586904023
CID-07553,Existing,19,M,1,Unknown,Married,$80K - $120K,Silver,54,6,1,3,5319.0,2159,2878.6897221121294,3.281594445264016,2065,96,1.7578800973069533,0.22430975861324992
CID-07554,Existing,50,M,4,Doctorate,Single,$40K - $60K,Blue,23,4,1,4,1000.0,606,0.0,2.515572009337139,3677,30,2.5362844590549014,0.45941120957299364
CID-07555,Existing,25,F,3,College,Unknown,$60K - $80K,Blue,43,3,2,3,1424.0,1183,228.45673638338098,2.848655731703521,3306,31,2.2438201862030853,0.045196357578942616
CID-07556,Existing,58,M,1,Unknown,Single,$120K +,Blue,35,1,1,4,9066.0,1287,5089.112546942813,0.9196919968810212,4820,37,1.607401141779817,0.5536769887215401
CID-07557,Existing,57,F,1,Post-Graduate,Unknown,$120K +,Blue,45,5,1,7,5137.5,518,2006.5289627480104,2.546562336604106,5728,84,1.7654821138674666,0.4668242306003143
CID-07558,Existing,66,F,1,College,Single,$40K - $60K,Blue,35,1,1,2,6839.0,2604,6656.792588254463,2.921791630427239,1103,90,1.6160664075542526,0.06816377750719928
CID-07559,Existing,58,M,0,College,Single,Unknown,Blue,53,6,2,3,7065.0,1539,6055.693151422438,0.7233923000351736,2902,10,2.012729883192193,0.022052468351509674
CID-07560,Existing,49,M,1,Post-Graduate,Unknown,$120K +,Blue,20,2,4,3,6346.5,265,3229.911671214604,2.439489087642589,3141,89,1.4747865268427072,0.25453115455026554
CID-07561,Existing,55,M,0,Post-Graduate,Married,$40K - $60K,Blue,59,2,3,2,7207.0,-287,5869.508347184594,2.7439297255871042,1691,96,2.18854315958205,0.25666190360587776
CID-07562,Existing,45,M,0,Unknown,Married,Unknown,Blue,15,4,0,3,8736.0,1835,5212.917187267796,1.1671982632649494,2287,94,1.0790924647900308,0.23556145214176913
CID-07563,Existing,32,M,5,Unknown,Married,Less than $40K,Blue,59,5,2,4,4947.599999999999,1333,5945.801823739983,1.0526698209241294,5481,74,0.7776612757225634,0.7510270869600587
CID-07564,Existing,40,M,1,Post-Graduate,Married,Unknown,Blue,36,1,1,3,1000.0,1930,0.0,2.0036977896619814,4802,70,3.3558271343049646,0.6303257493544522
CID-07565,Existing,41,M,5,Uneducated,Single,$60K - $80K,Blue,47,5,1,6,4671.0,1812,3243.312465736811,2.3794903759492687,2654,68,2.5459275491343436,0.3787604401508151
CID-07566,Attrited,30,F,4,High School,Married,$40K - $60K,Silver,35,6,3,5,7077.0,954,5093.836696013477,1.3103649402844033,2854,36,3.0422018161199507,0.18591744873012636
CID-07567,Attrited,38,M,5,College,Married,$60K - $80K,Platinum,34,4,2,4,4472.0,382,1716.5932143388986,2.513453010886707,6375,28,2.1497875266244217,0.4112603168911718
CID-07568,Existing,29,M,5,High School,Married,$120K +,Gold,50,4,2,6,15086.25,2392,5891.461516882423,2.9645961937030485,5838,82,3.3600144722512786,0.572784379367952
CID-07569,Existing,30,M,1,Unknown,Married,$40K - $60K,Blue,26,1,3,5,5575.0,1523,5565.162223050625,3.450440180984391,4081,54,2.088784041754475,0.3545913806427252
CID-07570,Existing,56,F,4,Unknown,Married,$40K - $60K,Blue,36,5,0,3,7171.0,197,7126.52165582898,2.6260243813746857,2865,58,3.1766263148386904,0.7941299680530078
CID-07571,Existing,40,F,3,Unknown,Married,$60K - $80K,Blue,54,3,3,1,4590.0,2963,3358.9035879025973,3.05696748852671,6192,92,0.5491439158364466,0.2696276247644102
CID-07572,Existing,67,M,2,Doctorate,Married,$120K +,Silver,21,2,0,2,8476.5,1584,4479.162908823575,1.1785924326243329,3518,55,1.3196251228828366,0.1645446780199617
CID-07573,Existing,63,F,3,Graduate,Single,Less than $40K,Blue,21,2,4,3,1232.0,346,32.36752084830141,1.1325849149017437,2666,79,1.1376030936101484,0.5732943326442551
CID-07574,Existing,60,F,0,Doctorate,Divorced,Less than $40K,Blue,17,2,2,4,4616.5,754,4805.159024578934,3.3701187412322997,2038,33,3.04556795431292,0.3224431445126304
CID-07575,Existing,45,F,3,Graduate,Married,Less than $40K,Blue,16,6,2,0,3926.9999999999995,1912,5345.463288866288,2.656548215198435,1588,46,2.4612431098900673,0.038161793019495995
CID-07576,Existing,31,M,2,High School,Married,$40K - $60K,Blue,40,4,2,3,3184.0,408,2520.6149034735404,0.8456359711594863,1926,80,1.7733515066796746,0.25434200698750303
CID-07577,Existing,34,F,2,Graduate,Married,Less than $40K,Blue,31,3,2,4,2296.7,767,2023.2978917274627,1.7731428028561884,4642,58,3.1816276655555886,0.8036351916073352
CID-07578,Existing,41,M,4,Graduate,Divorced,$60K - $80K,Blue,12,4,5,4,1000.0,1035,0.0,2.182841115222965,4630,99,2.7987190545092666,0.16735972465976753
CID-07579,Attrited,51,F,3,College,Divorced,$80K - $120K,Blue,33,1,3,3,6697.5,1492,3982.8484100135993,1.1805377680976383,7732,66,1.758855722030522,0.5103604510714139
CID-07580,Existing,68,M,0,College,Unknown,$80K - $120K,Blue,58,5,2,8,9483.0,1874,5994.845919741965,1.498236933743395,6339,65,3.4118137270740436,0.2885771378627371
CID-07581,Existing,65,F,5,College,Married,$80K - $120K,Blue,34,5,1,2,6001.5,1498,3027.925299351071,2.0837594574181635,3431,27,1.339579004151127,0.544695302735051
CID-07582,Existing,39,F,5,Graduate,Single,$40K - $60K,Blue,37,6,2,0,6211.0,121,5862.739100546157,2.342693838701633,2770,78,1.7482059072657385,0.7012618880088493
CID-07583,Existing,27,M,0,High School,Single,$80K - $120K,Blue,25,5,2,4,3847.5,2343,1422.692521155106,0.7041512314731586,6533,37,0.9382624747567233,0.36433027918637556
CID-07584,Existing,25,F,4,Post-Graduate,Divorced,$60K - $80K,Gold,47,5,0,8,7662.0,1618,3988.076052298804,1.0602806872951334,5003,42,1.7752188264334197,0.3925456625731606
CID-07585,Existing,38,M,5,Graduate,Single,$120K +,Blue,23,4,0,6,7564.5,374,4282.61334370823,1.9766271185899436,5940,59,3.025306189627673,0.4588445480565338
CID-07586,Existing,54,M,4,Graduate,Single,$60K - $80K,Blue,26,5,1,7,6214.0,2331,5991.306882046905,0.9248458653757968,3135,46,1.141587795443563,0.17429264725362484
CID-07587,Existing,24,M,5,Uneducated,Married,$40K - $60K,Blue,27,1,4,2,7568.0,1606,6620.294081105086,0.8455892843910514,1617,86,1.7572001751050847,0.7740125248381364
CID-07588,Existing,43,F,5,Graduate,Divorced,$80K - $120K,Blue,26,3,2,0,7167.0,2139,3330.8729777026024,1.5558875223657762,3158,27,1.8768423211655676,0.4744849179468465
CID-07589,Existing,30,M,3,Graduate,Single,$40K - $60K,Silver,19,4,2,4,4230.0,1308,3394.996081653888,1.6585568055020206,6301,82,0.6357247642478774,0.3196135523933378
CID-07590,Existing,33,M,4,Unknown,Single,Unknown,Blue,55,1,2,3,3787.0,566,3090.685564443016,1.8590957788776818,6901,93,3.223605104286231,0.4836471455587943
CID-07591,Existing,47,F,2,Graduate,Single,$80K - $120K,Blue,25,1,2,5,9639.0,861,6043.988600151265,1.4197306926117736,4882,73,1.8582214724011428,0.7517918829502589
CID-07592,Existing,48,F,0,Uneducated,Single,$120K +,Blue,13,2,4,4,11868.0,1633,6917.895977461776,1.636280050164792,4945,99,0.9158319522166903,0.4042206711886903
CID-07593,Existing,22,F,5,Graduate,Unknown,$80K - $120K,Gold,23,3,1,1,9303.75,1118,3785.0721859450628,1.7835441958722424,862,85,2.3002178977576913,0.18158268326984978
CID-07594,Attrited,49,M,2,College,Divorced,Less than $40K,Blue,35,2,1,4,2786.0,998,2425.456805856932,2.6341357900971043,4504,94,2.317102070480182,0.7984999971684378
CID-07595,Existing,33,M,1,Graduate,Single,$60K - $80K,Silver,13,5,1,2,5111.0,-352,4136.687371717633,2.6352840562621402,3119,91,1.9016513365757528,0.8404356862397837
CID-07596,Attrited,64,M,2,College,Married,$80K - $120K,Blue,29,1,2,6,7695.0,491,4167.534415318011,0.9861508775080969,2863,49,2.2313755609975514,0.7163817020904277
CID-07597,Existing,26,F,0,High School,Divorced,$40K - $60K,Blue,15,2,2,5,3240.0,919,2373.32665782983,1.3690018901672611,4273,98,2.01941304242234,0.4818090542326917
CID-07598,Existing,39,M,1,High School,Married,$80K - $120K,Blue,39,6,3,1,14992.5,1936,9365.169106387379,1.867765909102407,4319,70,1.3458828251411115,0.4212621833023405
CID-07599,Attrited,61,M,3,College,Single,$120K +,Blue,36,1,2,3,3655.5,1844,1211.8663515405292,1.5865111091968305,3275,68,2.4675898182378146,0.3858081432206168
CID-07600,Existing,57,F,1,Post-Graduate,Married,$40K - $60K,Silver,52,6,6,2,2020.0,1799,881.677571764556,0.7561294946761872,3484,24,2.000508977733354,0.2260109519945851
CID-07601,Existing,62,M,4,Uneducated,Divorced,$40K - $60K,Blue,51,5,7,4,2043.0,2130,28.953085625022595,3.098987141897934,3295,97,1.9697982307675275,0.5732905951402505
CID-07602,Existing,54,M,0,Uneducated,Married,$120K +,Blue,18,5,1,0,7416.0,1918,3800.8597263046686,3.3372446756128675,4270,12,0.9649439895911901,0.7386834528784034
CID-07603,Existing,31,M,4,College,Married,Less than $40K,Blue,56,3,2,2,3746.3999999999996,543,3468.8052451514004,2.7514131363104335,6699,49,0.6109939832601817,0.06660763540259106
CID-07604,Attrited,33,M,2,Unknown,Single,$40K - $60K,Silver,23,6,2,2,2869.0,1306,2367.7788636648456,3.4740907945835287,6778,48,3.0626680263372754,0.254119612133345
CID-07605,Existing,60,M,3,College,Married,$60K - $80K,Silver,55,5,1,3,8875.0,1515,8080.011613879891,2.2393060912095786,1395,10,2.293028103246468,0.4146519172362674
CID-07606,Existing,37,M,0,Graduate,Single,$80K - $120K,Gold,56,3,2,2,8941.5,2138,2627.9917674739795,2.956824488765509,1542,15,2.519187728079841,0.19165613954695354
CID-07607,Existing,61,F,3,Uneducated,Married,Unknown,Blue,30,5,5,5,1000.0,649,0.0,0.9495317024127208,3479,86,1.9858787857979099,0.15802448657120244
CID-07608,Existing,32,M,5,High School,Married,$40K - $60K,Blue,15,5,1,1,4663.0,1065,3903.837107874845,2.2338592841616056,2404,28,0.7578780384720913,0.6892933677100331
CID-07609,Existing,61,M,0,Unknown,Married,Unknown,Blue,13,6,2,2,6819.0,1852,6284.5943844623025,0.9064227504763767,3862,38,0.8969153020893619,0.46924829482101993
CID-07610,Existing,43,F,4,Uneducated,Married,$40K - $60K,Blue,35,3,0,5,1321.0,1371,0.0,2.879546032584357,3068,45,2.131923196762723,0.8334595209996661
CID-07611,Existing,26,F,2,Doctorate,Single,$80K - $120K,Blue,56,2,1,3,9988.5,2832,4872.35627982336,0.906101520780159,4840,72,3.2921577130417243,0.02299465434392013
CID-07612,Existing,18,F,1,Post-Graduate,Married,$40K - $60K,Silver,22,4,2,4,3843.0,710,3736.849849022169,2.0525611759269378,4455,82,1.7006980981956294,0.7787273354224211
CID-07613,Attrited,52,F,3,Doctorate,Married,$60K - $80K,Gold,35,2,2,2,9220.5,2248,4681.802182292133,2.9615518612919676,1436,99,2.7869477847554154,0.6861780167908977
CID-07614,Existing,61,F,0,Unknown,Married,$120K +,Blue,50,5,1,2,11010.0,1410,6256.560594435419,2.9267998692310786,3544,75,1.958597311740744,0.7771068647309882
CID-07615,Existing,37,M,0,Doctorate,Single,$40K - $60K,Silver,20,1,5,3,7898.0,1148,7248.4432386507015,1.6466838731920952,2951,50,2.1850577218819285,0.03940752113278808
CID-07616,Existing,62,F,5,Graduate,Married,Less than $40K,Blue,18,4,1,2,1229.8999999999999,2131,917.5714060764344,1.3401926857818662,2296,83,3.310404587466519,0.6948305041961926
